"module","modSize","bkgrModSize","rank","enrichmentP","BonferoniP","nModGenesInTerm","fracOfBkgrModSize","fracOfBkgrTermSize","bkgrTermSize","termID","termOntology","termName","termDefinition"
"purple",228,211,14,0.00488654334194302,1,2,0.00947867298578199,0.285714285714286,7,"GO:0002431","BP","Fc receptor mediated stimulatory signaling pathway","A series of molecular signals generated as a consequence of a the binding of the Fc portion of an immunoglobulin by an Fc receptor capable of activating or perpetuating an immune response. The Fc portion of an immunoglobulin is its C-terminal constant region."
"purple",228,211,15,0.00644829103680816,1,2,0.00947867298578199,0.25,8,"GO:0002839","BP","positive regulation of immune response to tumor cell","Any process that activates or increases the frequency, rate, or extent of an immune response to tumor cell."
"purple",228,211,16,0.00644829103680816,1,2,0.00947867298578199,0.25,8,"GO:0042510","BP","regulation of tyrosine phosphorylation of Stat1 protein","Any process that modulates the frequency, rate or extent of introducing a phosphate group to a tyrosine residue of a Stat1 protein."
"purple",228,211,17,0.00719333956700474,1,4,0.018957345971564,0.0816326530612245,49,"GO:0007606","BP","sensory perception of chemical stimulus","The series of events required for an organism to receive a sensory chemical stimulus, convert it to a molecular signal, and recognize and characterize the signal. This is a neurological process."
"purple",228,211,18,0.0075910092754773,1,3,0.014218009478673,0.115384615384615,26,"GO:0040018","BP","positive regulation of multicellular organism growth","Any process that activates or increases the frequency, rate or extent of growth of an organism to reach its usual body size."
"purple",228,211,19,0.00820538586430127,1,2,0.00947867298578199,0.222222222222222,9,"GO:0002418","BP","immune response to tumor cell","An immune system process that functions in the response of an organism to a tumor cell."
"purple",228,211,20,0.00820538586430127,1,2,0.00947867298578199,0.222222222222222,9,"GO:0032693","BP","negative regulation of interleukin-10 production","Any process that stops, prevents, or reduces the frequency, rate, or extent of interleukin-10 production."
"red",568,560,1,2.46522651169706e-08,0.000415193449100019,124,0.221428571428571,0.0669908157752566,1851,"GO:0000166","MF","nucleotide binding","Interacting selectively and non-covalently with a nucleotide, any compound consisting of a nucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the ribose or deoxyribose."
"red",568,560,2,7.60437479361986e-07,0.0128072880274146,129,0.230357142857143,0.0623489608506525,2069,"GO:0036094","MF","small molecule binding","Interacting selectively and non-covalently with a small molecule, any low molecular weight, monomeric, non-encoded molecule."
"red",568,560,3,2.0349436689902e-06,0.034272521273133,127,0.226785714285714,0.0614714424007744,2066,"GO:0043168","MF","anion binding","Interacting selectively and non-covalently with anions, charged atoms or groups of atoms with a net negative charge."
"red",568,560,4,3.73110752434793e-06,0.0628393129250678,82,0.146428571428571,0.0686192468619247,1195,"GO:0030554","MF","adenyl nucleotide binding","Interacting selectively and non-covalently with adenyl nucleotides, any compound consisting of adenosine esterified with (ortho)phosphate."
"red",568,560,5,1.53218683218329e-05,0.258050906276309,92,0.164285714285714,0.0640222686151705,1437,"GO:0001883","MF","purine nucleoside binding","Interacting selectively and non-covalently with a purine nucleoside, a compound consisting of a purine base linked either to ribose or deoxyribose."
"red",568,560,6,1.53218683218329e-05,0.258050906276309,92,0.164285714285714,0.0640222686151705,1437,"GO:0032549","MF","ribonucleoside binding","Interacting selectively and non-covalently with a ribonucleoside, a compound consisting of a purine or pyrimidine nitrogenous base linked to ribose."
"red",568,560,7,1.85490805791035e-05,0.31240361511326,92,0.164285714285714,0.0637119113573407,1444,"GO:0001882","MF","nucleoside binding","Interacting selectively and non-covalently with a nucleoside, a compound consisting of a purine or pyrimidine nitrogenous base linked either to ribose or deoxyribose."
"red",568,560,8,1.96346658976145e-05,0.330687043047623,93,0.166071428571429,0.0634379263301501,1466,"GO:0017076","MF","purine nucleotide binding","Interacting selectively and non-covalently with purine nucleotides, any compound consisting of a purine nucleoside esterified with (ortho)phosphate."
"red",568,560,9,2.34475314400517e-05,0.394903324513351,77,0.1375,0.0664939550949914,1158,"GO:0005524","MF","ATP binding","Interacting selectively and non-covalently with ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator."
"red",568,560,10,4.17632197367185e-05,0.703376146805813,4,0.00714285714285714,0.666666666666667,6,"GO:0004738","MF","pyruvate dehydrogenase activity","Catalysis of the oxidative decarboxylation of pyruvate."
"red",568,560,11,4.17632197367185e-05,0.703376146805813,4,0.00714285714285714,0.666666666666667,6,"GO:0034603","MF","pyruvate dehydrogenase [NAD(P)+] activity","Catalysis of the reaction: pyruvate + CoA + NAD(P)+ = acetyl-CoA + CO2 + NAD(P)H."
"red",568,560,12,4.17632197367185e-05,0.703376146805813,4,0.00714285714285714,0.666666666666667,6,"GO:0034604","MF","pyruvate dehydrogenase (NAD+) activity","Catalysis of the reaction: pyruvate + CoA + NAD+ = acetyl-CoA + CO2 + NADH."
"red",568,560,13,5.88527503034532e-05,0.991198020610758,103,0.183928571428571,0.0601635514018692,1712,"GO:0097367","MF","carbohydrate derivative binding","Interacting selectively and non-covalently with a carbohydrate derivative."
"red",568,560,14,7.18706572665591e-05,1,3,0.00535714285714286,1,3,"GO:0016899","MF","oxidoreductase activity, acting on the CH-OH group of donors, oxygen as acceptor","Catalysis of an oxidation-reduction (redox) reaction in which a CH-OH group acts as a hydrogen or electron donor and reduces an oxygen molecule."
"red",568,560,15,8.17886177947381e-05,1,9,0.0160714285714286,0.2,45,"GO:0042645","CC","mitochondrial nucleoid","The region of a mitochondrion to which the DNA is confined."
"red",568,560,16,0.000137453100873865,1,11,0.0196428571428571,0.157142857142857,70,"GO:0050660","MF","flavin adenine dinucleotide binding","Interacting selectively and non-covalently with FAD, flavin-adenine dinucleotide, the coenzyme or the prosthetic group of various flavoprotein oxidoreductase enzymes, in either the oxidized form, FAD, or the reduced form, FADH2."
"red",568,560,17,0.000142713770676479,1,45,0.0803571428571429,0.0736497545008183,611,"GO:0022857","MF","transmembrane transporter activity","Enables the transfer of a substance from one side of a membrane to the other."
"red",568,560,18,0.00017912978909587,1,15,0.0267857142857143,0.121951219512195,123,"GO:0005777","CC","peroxisome","A small organelle enclosed by a single membrane, and found in most eukaryotic cells. Contains peroxidases and other enzymes involved in a variety of metabolic processes including free radical detoxification, lipid catabolism and biosynthesis, and hydrogen peroxide metabolism."
"red",568,560,19,0.000214526372488073,1,15,0.0267857142857143,0.12,125,"GO:0008514","MF","organic anion transmembrane transporter activity","Enables the transfer of organic anions from one side of a membrane to the other. Organic anions are atoms or small molecules with a negative charge which contain carbon in covalent linkage."
"red",568,560,20,0.000299700985448086,1,18,0.0321428571428571,0.104651162790698,172,"GO:0015291","MF","secondary active transmembrane transporter activity","Catalysis of the transfer of a solute from one side of a membrane to the other, up its concentration gradient. The transporter binds the solute and undergoes a series of conformational changes. Transport works equally well in either direction and is driven by a chemiosmotic source of energy, not direct ATP coupling. Chemiosmotic sources of energy include uniport, symport or antiport."
"royalblue",57,57,1,6.75003394795735e-07,0.0113684071751498,16,0.280701754385965,0.0176405733186329,907,"GO:0006629","BP","lipid metabolic process","The chemical reactions and pathways involving lipids, compounds soluble in an organic solvent but not, or sparingly, in an aqueous solvent. Includes fatty acids; neutral fats, other fatty-acid esters, and soaps; long-chain (fatty) alcohols and waxes; sphingoids and other long-chain bases; glycolipids, phospholipids and sphingolipids; and carotenes, polyprenols, sterols, terpenes and other isoprenoids."
"royalblue",57,57,2,7.11843888631218e-07,0.011988874772327,6,0.105263157894737,0.08,75,"GO:0006641","BP","triglyceride metabolic process","The chemical reactions and pathways involving triglyceride, any triester of glycerol. The three fatty acid residues may all be the same or differ in any permutation. Triglycerides are important components of plant oils, animal fats and animal plasma lipoproteins."
"royalblue",57,57,3,1.60359945643536e-06,0.0270078220452843,6,0.105263157894737,0.0697674418604651,86,"GO:0006638","BP","neutral lipid metabolic process","The chemical reactions and pathways involving neutral lipids, lipids only soluble in solvents of very low polarity."
"royalblue",57,57,4,1.60359945643536e-06,0.0270078220452843,6,0.105263157894737,0.0697674418604651,86,"GO:0006639","BP","acylglycerol metabolic process","The chemical reactions and pathways involving acylglycerol, any mono-, di- or triester of glycerol with (one or more) fatty acids."
"royalblue",57,57,5,4.83270154512633e-06,0.0813923594230176,13,0.228070175438596,0.0187590187590188,693,"GO:0044255","BP","cellular lipid metabolic process","The chemical reactions and pathways involving lipids, as carried out by individual cells."
"royalblue",57,57,6,6.69997388999248e-06,0.112840960255253,8,0.140350877192982,0.0336134453781513,238,"GO:0046486","BP","glycerolipid metabolic process","The chemical reactions and pathways involving glycerolipids, any lipid with a glycerol backbone. Diacylglycerol and phosphatidate are key lipid intermediates of glycerolipid biosynthesis."
"royalblue",57,57,7,1.72684926009993e-05,0.290835952386029,4,0.0701754385964912,0.108108108108108,37,"GO:0090207","BP","regulation of triglyceride metabolic process","Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving triglyceride, any triester of glycerol."
"royalblue",57,57,8,4.44225698861553e-05,0.748164922022627,18,0.315789473684211,0.0115979381443299,1552,"GO:0009056","BP","catabolic process","The chemical reactions and pathways resulting in the breakdown of substances, including the breakdown of carbon compounds with the liberation of energy for use by the cell or organism."
"royalblue",57,57,9,6.66996122080354e-05,1,3,0.0526315789473684,0.157894736842105,19,"GO:0051180","BP","vitamin transport","The directed movement of vitamins into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. A vitamin is one of a number of unrelated organic substances that occur in many foods in small amounts and that are necessary in trace amounts for the normal metabolic functioning of the body."
"royalblue",57,57,10,0.000233650613907637,1,6,0.105263157894737,0.0289855072463768,207,"GO:0016042","BP","lipid catabolic process","The chemical reactions and pathways resulting in the breakdown of lipids, compounds soluble in an organic solvent but not, or sparingly, in an aqueous solvent."
"royalblue",57,57,11,0.000261973813006961,1,2,0.0350877192982456,0.333333333333333,6,"GO:0010898","BP","positive regulation of triglyceride catabolic process","Any process that increases the frequency, rate, or extent of the chemical reactions and pathways resulting in the breakdown of triglyceride."
"royalblue",57,57,12,0.000261973813006961,1,2,0.0350877192982456,0.333333333333333,6,"GO:0044241","BP","lipid digestion","The whole of the physical, chemical, and biochemical processes carried out by living organisms to break down ingested lipids into components that may be easily absorbed and directed into metabolism."
"royalblue",57,57,13,0.000261973813006961,1,2,0.0350877192982456,0.333333333333333,6,"GO:0060613","BP","fat pad development","The progression of a fat pad from its initial formation to its mature structure. A fat pad is an accumulation of adipose tissue."
"royalblue",57,57,14,0.000354616395040147,1,14,0.245614035087719,0.0117252931323283,1194,"GO:0005783","CC","endoplasmic reticulum","The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."
"royalblue",57,57,15,0.000366100773626551,1,8,0.140350877192982,0.019047619047619,420,"GO:0008610","BP","lipid biosynthetic process","The chemical reactions and pathways resulting in the formation of lipids, compounds soluble in an organic solvent but not, or sparingly, in an aqueous solvent."
"royalblue",57,57,16,0.000486357395014479,1,2,0.0350877192982456,0.25,8,"GO:0051006","BP","positive regulation of lipoprotein lipase activity","Any process that activates or increases the activity of the enzyme lipoprotein lipase."
"royalblue",57,57,17,0.000486357395014479,1,2,0.0350877192982456,0.25,8,"GO:0015250","MF","water channel activity","Transport systems of this type enable facilitated diffusion of water (by an energy-independent process) by passage through a transmembrane aqueous pore or channel without evidence for a carrier-mediated mechanism."
"royalblue",57,57,18,0.000616176621653011,1,31,0.543859649122807,0.00702788483337112,4411,"GO:0003824","MF","catalytic activity","Catalysis of a biochemical reaction at physiological temperatures. In biologically catalyzed reactions, the reactants are known as substrates, and the catalysts are naturally occurring macromolecular substances known as enzymes. Enzymes possess specific binding sites for substrates, and are usually composed wholly or largely of protein, but RNA that has catalytic activity (ribozyme) is often also regarded as enzymatic."
"royalblue",57,57,19,0.00062361412023437,1,2,0.0350877192982456,0.222222222222222,9,"GO:0061365","BP","positive regulation of triglyceride lipase activity","Any process that increases the activity of triglyceride lipase."
"royalblue",57,57,20,0.00062361412023437,1,2,0.0350877192982456,0.222222222222222,9,"GO:0005372","MF","water transmembrane transporter activity","Enables the directed movement of water (H2O) from one side of a membrane to the other."
"salmon",155,152,1,4.24578560201411e-05,0.715075211091216,4,0.0263157894736842,0.222222222222222,18,"GO:0042537","BP","benzene-containing compound metabolic process","The chemical reactions and pathways involving benzene, C6H6, a volatile, very inflammable liquid, contained in the naphtha produced by the destructive distillation of coal, from which it is separated by fractional distillation, or any of its derivatives."
"salmon",155,152,2,7.60867444390814e-05,1,3,0.0197368421052632,0.375,8,"GO:0070189","BP","kynurenine metabolic process","The chemical reactions and pathways involving kynurenine, the amino acid 3-(2-aminobenzoyl)-alanine."
"salmon",155,152,3,0.000378046660438583,1,2,0.0131578947368421,0.666666666666667,3,"GO:0015760","BP","glucose-6-phosphate transport","The directed movement of glucose-6-phosphate into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Glucose-6-phosphate is a monophosphorylated derivative of glucose with the phosphate group attached to C-6."
"salmon",155,152,4,0.000378046660438583,1,2,0.0131578947368421,0.666666666666667,3,"GO:2000301","BP","negative regulation of synaptic vesicle exocytosis","Any process that stops, prevents or reduces the frequency, rate or extent of synaptic vesicle exocytosis."
"salmon",155,152,5,0.00101600863658429,1,5,0.0328947368421053,0.0735294117647059,68,"GO:1903524","BP","positive regulation of blood circulation","Any process that activates or increases the frequency, rate or extent of blood circulation."
"salmon",155,152,6,0.00124150313080963,1,2,0.0131578947368421,0.4,5,"GO:0070474","BP","positive regulation of uterine smooth muscle contraction","Any process that modulates the frequency, rate or extent of uterine smooth muscle contraction."
"salmon",155,152,7,0.00124150313080963,1,2,0.0131578947368421,0.4,5,"GO:0016589","CC","NURF complex","An ISWI complex that contains an ATPase subunit of the ISWI family (SNF2L in mammals), a NURF301 homolog (BPTF in humans), and additional subunits, though the composition of these additional subunits varies slightly with species. NURF is involved in regulation of transcription from TRNA polymerase II promoters."
"salmon",155,152,8,0.00163203290571878,1,7,0.0460526315789474,0.0463576158940397,151,"GO:1903522","BP","regulation of blood circulation","Any process that modulates the frequency, rate or extent of blood circulation."
"salmon",155,152,9,0.00184843944269281,1,2,0.0131578947368421,0.333333333333333,6,"GO:0006569","BP","tryptophan catabolic process","The chemical reactions and pathways resulting in the breakdown of tryptophan, the chiral amino acid 2-amino-3-(1H-indol-3-yl)propanoic acid."
"salmon",155,152,10,0.00184843944269281,1,2,0.0131578947368421,0.333333333333333,6,"GO:0019441","BP","tryptophan catabolic process to kynurenine","The chemical reactions and pathways resulting in the breakdown of tryptophan into other compounds, including kynurenine."
"salmon",155,152,11,0.00184843944269281,1,2,0.0131578947368421,0.333333333333333,6,"GO:0070472","BP","regulation of uterine smooth muscle contraction","Any process that modulates the frequency, rate or extent of uterine smooth muscle contraction."
"salmon",155,152,12,0.00186287652329797,1,3,0.0197368421052632,0.136363636363636,22,"GO:0045909","BP","positive regulation of vasodilation","Any process that activates or increases the frequency, rate or extent of vasodilation."
"salmon",155,152,13,0.00207550775667865,1,4,0.0263157894736842,0.0833333333333333,48,"GO:0050805","BP","negative regulation of synaptic transmission","Any process that stops, prevents, or reduces the frequency, rate or extent of synaptic transmission, the process of communication from a neuron to a target (neuron, muscle, or secretory cell) across a synapse."
"salmon",155,152,14,0.00256863440563278,1,2,0.0131578947368421,0.285714285714286,7,"GO:0070471","BP","uterine smooth muscle contraction","A process in which force is generated within smooth muscle tissue, resulting in a change in muscle geometry. This process occurs in the uterus. Force generation involves a chemo-mechanical energy conversion step that is carried out by the actin/myosin complex activity, which generates force through ATP hydrolysis. The uterus is a muscular organ of the female mammal for containing and usually for nourishing the young during development prior to birth."
"salmon",155,152,15,0.00339948362603068,1,2,0.0131578947368421,0.25,8,"GO:0006335","BP","DNA replication-dependent nucleosome assembly","The formation of nucleosomes on newly replicated DNA, coupled to strand elongation."
"salmon",155,152,16,0.00339948362603068,1,2,0.0131578947368421,0.25,8,"GO:0032966","BP","negative regulation of collagen biosynthetic process","Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of collagen, any of a group of fibrous proteins of very high tensile strength that form the main component of connective tissue in animals."
"salmon",155,152,17,0.00339948362603068,1,2,0.0131578947368421,0.25,8,"GO:0060601","BP","lateral sprouting from an epithelium","The process in which a branch forms along the side of an epithelium."
"salmon",155,152,18,0.00339948362603068,1,2,0.0131578947368421,0.25,8,"GO:0031010","CC","ISWI-type complex","Any nuclear protein complex that contains an ATPase subunit of the imitation switch (ISWI) family. ISWI ATPases are involved in assembling chromatin and in sliding and spacing nucleosomes to regulate transcription of nuclear RNA polymerases I, II, and III and also DNA replication, recombination and repair."
"salmon",155,152,19,0.00339948362603068,1,2,0.0131578947368421,0.25,8,"GO:0036310","MF","annealing helicase activity","Catalysis of the ATP-dependent rewinding of single-stranded DNA (ssDNA) to reform base pairs between strands. Often acts on ssDNA bubbles bound by replication protein A (RPA)."
"salmon",155,152,20,0.00433842644835944,1,2,0.0131578947368421,0.222222222222222,9,"GO:0000733","BP","DNA strand renaturation","The identification and annealing of complementary base pairs in single-strand DNA."
"tan",167,161,1,1.6348663150845e-08,0.000275344184786532,69,0.428571428571429,0.022279625443978,3097,"GO:0031224","CC","intrinsic component of membrane","The component of a membrane consisting of the gene products having some covalently attached portion, for example part of a peptide sequence or some other covalently attached group such as a GPI anchor, which spans or is embedded in one or both leaflets of the membrane."
"tan",167,161,2,8.96648462869181e-08,0.00151013534116428,66,0.409937888198758,0.0218760357971495,3017,"GO:0016021","CC","integral component of membrane","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"tan",167,161,3,4.34845820657913e-06,0.0732367331152056,17,0.105590062111801,0.0435897435897436,390,"GO:0004888","MF","transmembrane signaling receptor activity","Combining with an extracellular or intracellular signal and transmitting the signal from one side of the membrane to the other to initiate a change in cell activity or state as part of signal transduction."
"tan",167,161,4,5.74952293914365e-06,0.0968334653410574,59,0.366459627329193,0.0205431754874652,2872,"GO:0071944","CC","cell periphery","The part of a cell encompassing the cell cortex, the plasma membrane, and any external encapsulating structures."
"tan",167,161,5,9.84906062672414e-06,0.165877879075288,57,0.354037267080745,0.0204962243797195,2781,"GO:0005886","CC","plasma membrane","The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins."
"tan",167,161,6,1.05828664532813e-05,0.178236636806164,18,0.111801242236025,0.038961038961039,462,"GO:0038023","MF","signaling receptor activity","Receiving a signal and transmitting the signal in the cell to initiate a change in cell activity. A signal is a physical entity or change in state that is used to transfer information in order to trigger a response."
"tan",167,161,7,1.28778127832957e-05,0.216888122896265,24,0.149068322981366,0.0314547837483617,763,"GO:0072358","BP","cardiovascular system development","The process whose specific outcome is the progression of the cardiovascular system over time, from its formation to the mature structure. The cardiovascular system is the anatomical system that has as its parts the heart and blood vessels."
"tan",167,161,8,1.28778127832957e-05,0.216888122896265,24,0.149068322981366,0.0314547837483617,763,"GO:0072359","BP","circulatory system development","The process whose specific outcome is the progression of the circulatory system over time, from its formation to the mature structure. The circulatory system is the organ system that passes nutrients (such as amino acids and electrolytes), gases, hormones, blood cells, etc. to and from cells in the body to help fight diseases and help stabilize body temperature and pH to maintain homeostasis."
"tan",167,161,9,3.87513739569936e-05,0.652650640183687,62,0.385093167701863,0.018989280245023,3265,"GO:0007275","BP","multicellular organism development","The biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."
"tan",167,161,10,7.73003906154495e-05,1,69,0.428571428571429,0.0178988326848249,3855,"GO:0044767","BP","single-organism developmental process","A biological process whose specific outcome is the progression of an integrated living unit: an anatomical structure (which may be a subcellular structure, cell, tissue, or organ), or organism over time from an initial condition to a later condition, involving only one organism."
"tan",167,161,11,0.000105692341605445,1,69,0.428571428571429,0.0177332305319969,3891,"GO:0032502","BP","developmental process","A biological process whose specific outcome is the progression of an integrated living unit: an anatomical structure (which may be a subcellular structure, cell, tissue, or organ), or organism over time from an initial condition to a later condition."
"tan",167,161,12,0.000118482592362599,1,20,0.124223602484472,0.0303490136570561,659,"GO:0004871","MF","signal transducer activity","Conveys a signal across a cell to trigger a change in cell function or state. A signal is a physical entity or change in state that is used to transfer information in order to trigger a response."
"tan",167,161,13,0.000122421956240241,1,4,0.0248447204968944,0.181818181818182,22,"GO:0017046","MF","peptide hormone binding","Interacting selectively and non-covalently with any peptide with hormonal activity in animals."
"tan",167,161,14,0.000144124103592171,1,94,0.583850931677019,0.0159187129551228,5905,"GO:0016020","CC","membrane","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it."
"tan",167,161,15,0.000172257041555287,1,5,0.031055900621118,0.113636363636364,44,"GO:0042562","MF","hormone binding","Interacting selectively and non-covalently with any hormone, naturally occurring substances secreted by specialized cells that affect the metabolism or behavior of other cells possessing functional receptors for the hormone."
"tan",167,161,16,0.000201607297152829,1,18,0.111801242236025,0.0310344827586207,580,"GO:0004872","MF","receptor activity","Combining with an extracellular or intracellular messenger to initiate a change in cell activity."
"tan",167,161,17,0.00025908381310235,1,3,0.0186335403726708,0.272727272727273,11,"GO:0030238","BP","male sex determination","The specification of male sex of an individual organism."
"tan",167,161,18,0.000342413098664586,1,3,0.0186335403726708,0.25,12,"GO:0060219","BP","camera-type eye photoreceptor cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a photoreceptor cell in a camera-type eye."
"tan",167,161,19,0.000352631980839756,1,10,0.062111801242236,0.0448430493273543,223,"GO:0018108","BP","peptidyl-tyrosine phosphorylation","The phosphorylation of peptidyl-tyrosine to form peptidyl-O4'-phospho-L-tyrosine."
"tan",167,161,20,0.000401333276053137,1,16,0.0993788819875776,0.031434184675835,509,"GO:0009986","CC","cell surface","The external part of the cell wall and/or plasma membrane."
"turquoise",2865,2837,1,1.58785043524831e-42,2.67425770304521e-38,391,0.13782164258019,0.393360160965795,994,"GO:0097458","CC","neuron part","Any constituent part of a neuron, the basic cellular unit of nervous tissue. A typical neuron consists of a cell body (often called the soma), an axon, and dendrites. Their purpose is to receive, conduct, and transmit impulses in the nervous system."
"turquoise",2865,2837,2,4.37483591815857e-39,7.36809865336267e-35,516,0.181882270003525,0.348884381338742,1479,"GO:0042995","CC","cell projection","A prolongation or process extending from a cell, e.g. a flagellum or axon."
"turquoise",2865,2837,3,3.64395305094231e-38,6.13714572839704e-34,246,0.0867113147691223,0.453038674033149,543,"GO:0045202","CC","synapse","The junction between a nerve fiber of one neuron and another neuron or muscle fiber or glial cell; the site of interneuronal communication. As the nerve fiber approaches the synapse it enlarges into a specialized structure, the presynaptic nerve ending, which contains mitochondria and synaptic vesicles. At the tip of the nerve ending is the presynaptic membrane; facing it, and separated from it by a minute cleft (the synaptic cleft) is a specialized area of membrane on the receiving cell, known as the postsynaptic membrane. In response to the arrival of nerve impulses, the presynaptic nerve ending secretes molecules of neurotransmitters into the synaptic cleft. These diffuse across the cleft and transmit the signal to the postsynaptic membrane."
"turquoise",2865,2837,4,8.83464355097054e-38,1.48793066685446e-33,320,0.112795206203736,0.406091370558376,788,"GO:0043005","CC","neuron projection","A prolongation or process extending from a nerve cell, e.g. an axon or dendrite."
"turquoise",2865,2837,5,6.11251869563489e-26,1.02947039871883e-21,136,0.0479379626365879,0.494545454545455,275,"GO:0098794","CC","postsynapse","The part of a synapse that is part of the post-synaptic cell."
"turquoise",2865,2837,6,6.39624579881788e-26,1.07725571743691e-21,230,0.0810715544589355,0.399305555555556,576,"GO:0036477","CC","somatodendritic compartment","The region of a neuron that includes the cell body (cell soma) and the dendrite, but excludes the axon."
"turquoise",2865,2837,7,1.16124845012183e-25,1.95577463969519e-21,157,0.0553401480437081,0.461764705882353,340,"GO:0030424","CC","axon","The long process of a neuron that conducts nerve impulses, usually away from the cell body to the terminals and varicosities, which are sites of storage and release of neurotransmitter."
"turquoise",2865,2837,8,1.31441871585465e-24,2.21374400124241e-20,140,0.0493479027141346,0.476190476190476,294,"GO:0007268","BP","synaptic transmission","The vesicular release of classical neurotransmitter molecules from a neuron, across a chemical synapse, the subsequent activation of neurotransmitter receptors of a target cell (neuron, muscle, or secretory cell) and the effects of this activation on the postsynaptic membrane potential and ionic composition of the postsynaptic cytosol. This process encompasses both spontaneous and evoked release of neurotransmitter and all parts of synaptic vesicle exocytosis. Evoked transmission starts with the arrival of an action potential at the presynapse."
"turquoise",2865,2837,9,1.36186135642119e-23,2.29364689648458e-19,247,0.087063799788509,0.377099236641221,655,"GO:0031175","BP","neuron projection development","The process whose specific outcome is the progression of a neuron projection over time, from its formation to the mature structure. A neuron projection is any process extending from a neural cell, such as axons or dendrites (collectively called neurites)."
"turquoise",2865,2837,10,2.13004832425568e-23,3.58742738771142e-19,453,0.159675713782164,0.316783216783217,1430,"GO:0007399","BP","nervous system development","The process whose specific outcome is the progression of nervous tissue over time, from its formation to its mature state."
"turquoise",2865,2837,11,4.35752354864069e-21,7.33894116062065e-17,159,0.0560451180824815,0.422872340425532,376,"GO:0030425","CC","dendrite","A neuron projection that has a short, tapering, often branched, morphology, receives and integrates signals from other neurons or from sensory stimuli, and conducts a nerve impulse towards the axon or the cell body. In most neurons, the impulse is conveyed from dendrites to axon via the cell body, but in some types of unipolar neuron, the impulse does not travel via the cell body."
"turquoise",2865,2837,12,1.38555932261646e-20,2.33355901115064e-16,332,0.117025026436376,0.332,1000,"GO:0030030","BP","cell projection organization","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a prolongation or process extending from a cell, e.g. a flagellum or axon."
"turquoise",2865,2837,13,1.92032378436111e-20,3.23420931762098e-16,100,0.0352485019386676,0.50761421319797,197,"GO:0050804","BP","modulation of synaptic transmission","Any process that modulates the frequency or rate of synaptic transmission, the process of communication from a neuron to a target (neuron, muscle, or secretory cell) across a synapse."
"turquoise",2865,2837,14,3.12791680216077e-20,5.26803747819917e-16,353,0.124427211843497,0.325345622119816,1085,"GO:0022008","BP","neurogenesis","Generation of cells within the nervous system."
"turquoise",2865,2837,15,3.90832261303392e-20,6.58239694487172e-16,85,0.0299612266478675,0.544871794871795,156,"GO:0097060","CC","synaptic membrane","A specialized area of membrane on either the presynaptic or the postsynaptic side of a synapse, the junction between a nerve fiber of one neuron and another neuron or muscle fiber or glial cell."
"turquoise",2865,2837,16,6.86437034628522e-20,1.15609725372136e-15,332,0.117025026436376,0.329038652130823,1009,"GO:0048699","BP","generation of neurons","The process in which nerve cells are generated. This includes the production of neuroblasts and their differentiation into neurons."
"turquoise",2865,2837,17,1.07119758792727e-19,1.80411097758711e-15,261,0.0919985900599224,0.350335570469799,745,"GO:0048666","BP","neuron development","The process whose specific outcome is the progression of a neuron over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"turquoise",2865,2837,18,1.09819028770221e-19,1.84957208254806e-15,785,0.276700740218541,0.273328690807799,2872,"GO:0071944","CC","cell periphery","The part of a cell encompassing the cell cortex, the plasma membrane, and any external encapsulating structures."
"turquoise",2865,2837,19,1.6111392344296e-19,2.71348069862633e-15,763,0.268946069792034,0.274361740381158,2781,"GO:0005886","CC","plasma membrane","The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins."
"turquoise",2865,2837,20,3.51533970530722e-19,5.92053513167842e-15,164,0.0578075431794149,0.402948402948403,407,"GO:0048812","BP","neuron projection morphogenesis","The process in which the anatomical structures of a neuron projection are generated and organized. A neuron projection is any process extending from a neural cell, such as axons or dendrites."
"yellow",1570,1535,1,2.35072178092176e-14,3.95908562342843e-10,394,0.256677524429967,0.159643435980551,2468,"GO:0051252","BP","regulation of RNA metabolic process","Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving RNA."
